Almut,Shiozawa,Tusi,YangAnemicHSCs,Singh.Tg6,WilsonMolO,MPP2_Pietras,MPP3_Pietras,MPP4_Pietras,Yang_active_HSCs,Yang_Quiescent_HSCs,Yang_HSCs,Yang_MPP1,Yang S Phase,Yang G1S Phase,Yang G2M ,Yang Refined G2M,Yang Quiescent,Nina_dHSCs,Nina_aHSCs,Nina_mpp1
,,,,Rbl1,,,,,,,,,,,,,,,,
,,,,Psma1,,,,,,,,,,,,,,,,
,,,,Fam192a,,,,,,,,,,,,,,,,
,,,,Ap2b1,,,,,,,,,,,,,,,,
,,,,Dnajc11,,,,,,,,,,,,,,,,
,,,,Fastkd5,,,,,,,,,,,,,,,,
,,,,Isyna1,,,,,,,,,,,,,,,,
,,,,Cdk2,,,,,,,,,,,,,,,,
,,,,Cops5,,,,,,,,,,,,,,,,
,,,,Arpc3,,,,,,,,,,,,,,,,
,,,,Zfp101,,,,,,,,,,,,,,,,
,,,,Cep170,,,,,,,,,,,,,,,,
,,,,Pcnp,,,,,,,,,,,,,,,,
,,,,Rpa3,,,,,,,,,,,,,,,,
,,,,Pla2g4a,,,,,,,,,,,,,,,,
,,,,Cfp,,,,,,,,,,,,,,,,
,,,,Emd,,,,,,,,,,,,,,,,
,,,,Gpaa1,,,,,,,,,,,,,,,,
,,,,Acsl5,,,,,,,,,,,,,,,,
,,,,Gmeb1,,,,,,,,,,,,,,,,
,,,,Snrnp35,,,,,,,,,,,,,,,,
,,,,Dym,,,,,,,,,,,,,,,,
,,,,Eltd1,,,,,,,,,,,,,,,,
,,,,Ints5,,,,,,,,,,,,,,,,
,,,,Gm6263,,,,,,,,,,,,,,,,
,,,,Gm14253,,,,,,,,,,,,,,,,
,,,,C330006A16Rik,,,,,,,,,,,,,,,,
,,,,Pdia6,,,,,,,,,,,,,,,,
,,,,Dhrs4,,,,,,,,,,,,,,,,
,,,,Mrps11,,,,,,,,,,,,,,,,
,,,,Hdlbp,,,,,,,,,,,,,,,,
,,,,Hectd1,,,,,,,,,,,,,,,,
,,,,Sdhb,,,,,,,,,,,,,,,,
,,,,B3gnt5,,,,,,,,,,,,,,,,
,,,,Aldh9a1,,,,,,,,,,,,,,,,
,,,,Orc5,,,,,,,,,,,,,,,,
,,,,Erp29,,,,,,,,,,,,,,,,
,,,,Smarca5,,,,,,,,,,,,,,,,
,,,,Pphln1,,,,,,,,,,,,,,,,
,,,,Slc25a13,,,,,,,,,,,,,,,,
,,,,Abca3,,,,,,,,,,,,,,,,
,,,,Zcchc8,,,,,,,,,,,,,,,,
,,,,Abcf1,,,,,,,,,,,,,,,,
,,,,Phf8,,,,,,,,,,,,,,,,
,,,,Poldip3,,,,,,,,,,,,,,,,
,,,,Thrap3,,,,,,,,,,,,,,,,
,,,,Lpcat3,,,,,,,,,,,,,,,,
,,,,Plekhm1,,,,,,,,,,,,,,,,
,,,,Fam60a,,,,,,,,,,,,,,,,
,,,,Pxmp3,,,,,,,,,,,,,,,,
,,,,Dnajc16,,,,,,,,,,,,,,,,
,,,,Usp39,,,,,,,,,,,,,,,,
,,,,Prpf4,,,,,,,,,,,,,,,,
,,,,Cnih,,,,,,,,,,,,,,,,
,,,,Mkln1,,,,,,,,,,,,,,,,
,,,,Arl6ip6,,,,,,,,,,,,,,,,
,,,,St3gal2,,,,,,,,,,,,,,,,
,,,,Psmd7,,,,,,,,,,,,,,,,
,,,,Chmp3,,,,,,,,,,,,,,,,
,,,,Eif4a-ps4,,,,,,,,,,,,,,,,
,,,,Etfb,,,,,,,,,,,,,,,,
,,,,Nipsnap3b,,,,,,,,,,,,,,,,
,,,,Tra2b,,,,,,,,,,,,,,,,
,,,,2610039C10Rik,,,,,,,,,,,,,,,,
,,,,Gm8822,,,,,,,,,,,,,,,,
,,,,Itgb2l,,,,,,,,,,,,,,,,
,,,,Tsg101,,,,,,,,,,,,,,,,
,,,,Zswim1,,,,,,,,,,,,,,,,
,,,,Tceb3,,,,,,,,,,,,,,,,
,,,,Tra2a,,,,,,,,,,,,,,,,
,,,,Degs1,,,,,,,,,,,,,,,,
,,,,Pak1ip1,,,,,,,,,,,,,,,,
,,,,5430411K18Rik,,,,,,,,,,,,,,,,
,,,,Rlim,,,,,,,,,,,,,,,,
,,,,D17Wsu92e,,,,,,,,,,,,,,,,
,,,,Cdc23,,,,,,,,,,,,,,,,
,,,,Psmc4,,,,,,,,,,,,,,,,
,,,,Serbp1,,,,,,,,,,,,,,,,
,,,,Taf6,,,,,,,,,,,,,,,,
,,,,Foxred1,,,,,,,,,,,,,,,,
,,,,Klhl23,,,,,,,,,,,,,,,,
,,,,Gm6467,,,,,,,,,,,,,,,,
,,,,Srp72,,,,,,,,,,,,,,,,
,,,,Zfp874a,,,,,,,,,,,,,,,,
,,,,Dda1,,,,,,,,,,,,,,,,
,,,,Ube2n,,,,,,,,,,,,,,,,
,,,,Slfn1,,,,,,,,,,,,,,,,
,,,,Hist1h2bc,,,,,,,,,,,,,,,,
,,,,Derl2,,,,,,,,,,,,,,,,
,,,,Larp4,,,,,,,,,,,,,,,,
,,,,Pdia4,,,,,,,,,,,,,,,,
,,,,Dkc1,,,,,,,,,,,,,,,,
,,,,Igsf6,,,,,,,,,,,,,,,,
,,,,Dhx9,,,,,,,,,,,,,,,,
,,,,Dohh,,,,,,,,,,,,,,,,
,,,,Ppp6r3,,,,,,,,,,,,,,,,
,,,,Il1r2,,,,,,,,,,,,,,,,
,,,,Tpp2,,,,,,,,,,,,,,,,
,,,,Zfp828,,,,,,,,,,,,,,,,
,,,,Ceacam1,,,,,,,,,,,,,,,,
,,,,Pdlim5,,,,,,,,,,,,,,,,
,,,,Mier1,,,,,,,,,,,,,,,,
,,,,5730419I09Rik,,,,,,,,,,,,,,,,
,,,,Zfand6,,,,,,,,,,,,,,,,
,,,,Neu3,,,,,,,,,,,,,,,,
,,,,Tab1,,,,,,,,,,,,,,,,
,,,,Arl6ip1,,,,,,,,,,,,,,,,
,,,,Cog4,,,,,,,,,,,,,,,,
,,,,Trip4,,,,,,,,,,,,,,,,
,,,,Pkig,,,,,,,,,,,,,,,,
,,,,Mrpl50,,,,,,,,,,,,,,,,
,,,,Gm4879,,,,,,,,,,,,,,,,
,,,,Phactr4,,,,,,,,,,,,,,,,
,,,,Siva1,,,,,,,,,,,,,,,,
,,,,Ilf2,,,,,,,,,,,,,,,,
,,,,Ift27,,,,,,,,,,,,,,,,
,,,,Tmpo,,,,,,,,,,,,,,,,
,,,,Mrpl40,,,,,,,,,,,,,,,,
,,,,Adcy6,,,,,,,,,,,,,,,,
,,,,Cox7a2,,,,,,,,,,,,,,,,
,,,,Sh2d5,,,,,,,,,,,,,,,,
,,,,Dnajc8,,,,,,,,,,,,,,,,
,,,,Ccdc47,,,,,,,,,,,,,,,,
,,,,Csnk2b,,,,,,,,,,,,,,,,
,,,,Usp33,,,,,,,,,,,,,,,,
,,,,Sdad1,,,,,,,,,,,,,,,,
,,,,Mak16,,,,,,,,,,,,,,,,
,,,,Vps13a,,,,,,,,,,,,,,,,
,,,,Ubiad1,,,,,,,,,,,,,,,,
,,,,Gm7204,,,,,,,,,,,,,,,,
,,,,Eif1a,,,,,,,,,,,,,,,,
,,,,U2af1,,,,,,,,,,,,,,,,
,,,,Tuba1a,,,,,,,,,,,,,,,,
,,,,Mlkl,,,,,,,,,,,,,,,,
,,,,Ggnbp2,,,,,,,,,,,,,,,,
,,,,Rabgap1l,,,,,,,,,,,,,,,,
,,,,D030016E14Rik,,,,,,,,,,,,,,,,
,,,,Vcpip1,,,,,,,,,,,,,,,,
,,,,Zfp143,,,,,,,,,,,,,,,,
,,,,Ncf1,,,,,,,,,,,,,,,,
,,,,Ddx46,,,,,,,,,,,,,,,,
,,,,Scamp3,,,,,,,,,,,,,,,,
,,,,Mrpl47,,,,,,,,,,,,,,,,
,,,,Haus1,,,,,,,,,,,,,,,,
,,,,Drg1,,,,,,,,,,,,,,,,
,,,,Fars2,,,,,,,,,,,,,,,,
,,,,Itsn1,,,,,,,,,,,,,,,,
,,,,Klf7,,,,,,,,,,,,,,,,
,,,,Rwdd4a,,,,,,,,,,,,,,,,
,,,,Ttf2,,,,,,,,,,,,,,,,
,,,,Exosc2,,,,,,,,,,,,,,,,
,,,,Spg11,,,,,,,,,,,,,,,,
,,,,Ldha,,,,,,,,,,,,,,,,
,,,,Braf,,,,,,,,,,,,,,,,
,,,,Bzw2,,,,,,,,,,,,,,,,
,,,,Slc35a4,,,,,,,,,,,,,,,,
,,,,Katnal1,,,,,,,,,,,,,,,,
,,,,Spice1,,,,,,,,,,,,,,,,
,,,,Traf7,,,,,,,,,,,,,,,,
,,,,Sertad3,,,,,,,,,,,,,,,,
,,,,Cpa3,,,,,,,,,,,,,,,,
,,,,Metap1,,,,,,,,,,,,,,,,
,,,,Golga7,,,,,,,,,,,,,,,,
,,,,Dpy30,,,,,,,,,,,,,,,,
,,,,Gnl3l,,,,,,,,,,,,,,,,
,,,,Mknk1,,,,,,,,,,,,,,,,
,,,,Morf4l2,,,,,,,,,,,,,,,,
,,,,C230096C10Rik,,,,,,,,,,,,,,,,
,,,,Hipk1,,,,,,,,,,,,,,,,
,,,,Hsd11b1,,,,,,,,,,,,,,,,
,,,,Mrp63,,,,,,,,,,,,,,,,
,,,,Gpn3,,,,,,,,,,,,,,,,
,,,,Afg3l1,,,,,,,,,,,,,,,,
,,,,Tbpl1,,,,,,,,,,,,,,,,
,,,,Clptm1,,,,,,,,,,,,,,,,
,,,,Qrsl1,,,,,,,,,,,,,,,,
,,,,Pes1,,,,,,,,,,,,,,,,
,,,,Srl,,,,,,,,,,,,,,,,
,,,,Rer1,,,,,,,,,,,,,,,,
,,,,Aimp2,,,,,,,,,,,,,,,,
,,,,Copb2,,,,,,,,,,,,,,,,
,,,,Ctcf,,,,,,,,,,,,,,,,
,,,,Elovl1,,,,,,,,,,,,,,,,
,,,,Ppwd1,,,,,,,,,,,,,,,,
,,,,Ppp6c,,,,,,,,,,,,,,,,
,,,,Rpn2,,,,,,,,,,,,,,,,
,,,,Bms1,,,,,,,,,,,,,,,,
,,,,Bccip,,,,,,,,,,,,,,,,
,,,,Nudt7,,,,,,,,,,,,,,,,
,,,,Tug1,,,,,,,,,,,,,,,,
,,,,Tm9sf1,,,,,,,,,,,,,,,,
,,,,Rnpc3,,,,,,,,,,,,,,,,
,,,,Sf3b3,,,,,,,,,,,,,,,,
,,,,Inpp5f,,,,,,,,,,,,,,,,
,,,,Ep300,,,,,,,,,,,,,,,,
,,,,Sarnp,,,,,,,,,,,,,,,,
,,,,Mrpl28,,,,,,,,,,,,,,,,
,,,,Lypla1,,,,,,,,,,,,,,,,
,,,,Mppe1,,,,,,,,,,,,,,,,
,,,,Mocs1,,,,,,,,,,,,,,,,
,,,,Hdgfrp2,,,,,,,,,,,,,,,,
,,,,Setdb1,,,,,,,,,,,,,,,,
,,,,Ppp2r5c,,,,,,,,,,,,,,,,
,,,,Tada2a,,,,,,,,,,,,,,,,
,,,,Rars,,,,,,,,,,,,,,,,
,,,,Ncl,,,,,,,,,,,,,,,,
,,,,Hist1h1c,,,,,,,,,,,,,,,,
,,,,Sh3glb1,,,,,,,,,,,,,,,,
,,,,Mboat1,,,,,,,,,,,,,,,,
,,,,Sod1,,,,,,,,,,,,,,,,
,,,,Sep-02,,,,,,,,,,,,,,,,
,,,,Tbc1d14,,,,,,,,,,,,,,,,
,,,,Zbtb1,,,,,,,,,,,,,,,,
,,,,Nhp2l1,,,,,,,,,,,,,,,,
,,,,Sumo3,,,,,,,,,,,,,,,,
,,,,Pfkfb2,,,,,,,,,,,,,,,,
,,,,Tfe3,,,,,,,,,,,,,,,,
,,,,Zfp639,,,,,,,,,,,,,,,,
,,,,Rab43,,,,,,,,,,,,,,,,
,,,,Ptpn7,,,,,,,,,,,,,,,,
,,,,2010321M09Rik,,,,,,,,,,,,,,,,
,,,,Haao,,,,,,,,,,,,,,,,
,,,,Pwp1,,,,,,,,,,,,,,,,
,,,,Rps6ka1,,,,,,,,,,,,,,,,
,,,,Utp20,,,,,,,,,,,,,,,,
,,,,Ctsz,,,,,,,,,,,,,,,,
,,,,Smad2,,,,,,,,,,,,,,,,
,,,,Phtf2,,,,,,,,,,,,,,,,
,,,,Slc39a9,,,,,,,,,,,,,,,,
,,,,Fkbp2,,,,,,,,,,,,,,,,
,,,,Psmb3,,,,,,,,,,,,,,,,
,,,,Tpt1-ps3,,,,,,,,,,,,,,,,
,,,,Hdgf,,,,,,,,,,,,,,,,
,,,,Tollip,,,,,,,,,,,,,,,,
,,,,Polr3g,,,,,,,,,,,,,,,,
,,,,Gpr141,,,,,,,,,,,,,,,,
,,,,Aip,,,,,,,,,,,,,,,,
,,,,Noc3l,,,,,,,,,,,,,,,,
,,,,Atp5a1,,,,,,,,,,,,,,,,
,,,,Eif4g1,,,,,,,,,,,,,,,,
,,,,Pom121,,,,,,,,,,,,,,,,
,,,,Arfgap3,,,,,,,,,,,,,,,,
,,,,Tmem170b,,,,,,,,,,,,,,,,
,,,,2500003M10Rik,,,,,,,,,,,,,,,,
,,,,Ptbp1,,,,,,,,,,,,,,,,
,,,,Ube2a,,,,,,,,,,,,,,,,
,,,,Atp6ap1,,,,,,,,,,,,,,,,
,,,,Atf6,,,,,,,,,,,,,,,,
,,,,Elovl5,,,,,,,,,,,,,,,,
,,,,Crbn,,,,,,,,,,,,,,,,
,,,,Tkt,,,,,,,,,,,,,,,,
,,,,Dap3,,,,,,,,,,,,,,,,
,,,,Psme2,,,,,,,,,,,,,,,,
,,,,Man2b1,,,,,,,,,,,,,,,,
,,,,Isca2,,,,,,,,,,,,,,,,
,,,,Hnrnpk,,,,,,,,,,,,,,,,
,,,,Thoc1,,,,,,,,,,,,,,,,
,,,,Gdap2,,,,,,,,,,,,,,,,
,,,,Cisd1,,,,,,,,,,,,,,,,
,,,,BC048355,,,,,,,,,,,,,,,,
,,,,Eif4h,,,,,,,,,,,,,,,,
,,,,Thoc6,,,,,,,,,,,,,,,,
,,,,Gm9816,,,,,,,,,,,,,,,,
,,,,Rpp30,,,,,,,,,,,,,,,,
,,,,Frmd4a,,,,,,,,,,,,,,,,
,,,,Ebp,,,,,,,,,,,,,,,,
,,,,Mre11a,,,,,,,,,,,,,,,,
,,,,Wwp2,,,,,,,,,,,,,,,,
,,,,Fbxo38,,,,,,,,,,,,,,,,
,,,,4930430F08Rik,,,,,,,,,,,,,,,,
,,,,Spata2,,,,,,,,,,,,,,,,
,,,,Lrrc8c,,,,,,,,,,,,,,,,
,,,,Abhd16a,,,,,,,,,,,,,,,,
,,,,Slc52a2,,,,,,,,,,,,,,,,
,,,,Rock1,,,,,,,,,,,,,,,,
,,,,Lactb2,,,,,,,,,,,,,,,,
,,,,Chsy1,,,,,,,,,,,,,,,,
,,,,Cdk5rap1,,,,,,,,,,,,,,,,
,,,,Magohb,,,,,,,,,,,,,,,,
,,,,Atp8a1,,,,,,,,,,,,,,,,
,,,,Gm15487,,,,,,,,,,,,,,,,
,,,,Rfc1,,,,,,,,,,,,,,,,
,,,,Atp6ap2,,,,,,,,,,,,,,,,
,,,,Usp9x,,,,,,,,,,,,,,,,
,,,,Lsm6,,,,,,,,,,,,,,,,
,,,,Kars,,,,,,,,,,,,,,,,
,,,,Topbp1,,,,,,,,,,,,,,,,
,,,,Srrm2,,,,,,,,,,,,,,,,
,,,,Zmpste24,,,,,,,,,,,,,,,,
,,,,Kctd14,,,,,,,,,,,,,,,,
,,,,Lancl2,,,,,,,,,,,,,,,,
,,,,Cct5,,,,,,,,,,,,,,,,
,,,,Miip,,,,,,,,,,,,,,,,
,,,,Lias,,,,,,,,,,,,,,,,
,,,,mt-Co1,,,,,,,,,,,,,,,,
,,,,Ppa1,,,,,,,,,,,,,,,,
,,,,Gps2,,,,,,,,,,,,,,,,
,,,,Nap1l1,,,,,,,,,,,,,,,,
,,,,Hmgxb4,,,,,,,,,,,,,,,,
,,,,Chchd3,,,,,,,,,,,,,,,,
,,,,Tpr,,,,,,,,,,,,,,,,
,,,,Cndp2,,,,,,,,,,,,,,,,
,,,,Farsb,,,,,,,,,,,,,,,,
,,,,Gp9,,,,,,,,,,,,,,,,
,,,,Mrpl15,,,,,,,,,,,,,,,,
,,,,Nup37,,,,,,,,,,,,,,,,
,,,,Calm3,,,,,,,,,,,,,,,,
,,,,Canx,,,,,,,,,,,,,,,,
,,,,Arap3,,,,,,,,,,,,,,,,
,,,,Smndc1,,,,,,,,,,,,,,,,
,,,,Hdac1,,,,,,,,,,,,,,,,
,,,,Ppm1g,,,,,,,,,,,,,,,,
,,,,Herc6,,,,,,,,,,,,,,,,
,,,,Gnl3,,,,,,,,,,,,,,,,
,,,,Ssb,,,,,,,,,,,,,,,,
,,,,Snrnp40,,,,,,,,,,,,,,,,
,,,,Slc48a1,,,,,,,,,,,,,,,,
,,,,Fermt3,,,,,,,,,,,,,,,,
,,,,P4hb,,,,,,,,,,,,,,,,
,,,,Ndufa10,,,,,,,,,,,,,,,,
,,,,Sh3bgrl,,,,,,,,,,,,,,,,
,,,,Myo1d,,,,,,,,,,,,,,,,
,,,,Rab27b,,,,,,,,,,,,,,,,
,,,,Cstf3,,,,,,,,,,,,,,,,
,,,,Rnf20,,,,,,,,,,,,,,,,
,,,,Eif2b4,,,,,,,,,,,,,,,,
,,,,1110054O05Rik,,,,,,,,,,,,,,,,
,,,,Suv420h2,,,,,,,,,,,,,,,,
,,,,Gm10131,,,,,,,,,,,,,,,,
,,,,Tsc2,,,,,,,,,,,,,,,,
,,,,Pdzd11,,,,,,,,,,,,,,,,
,,,,Pon3,,,,,,,,,,,,,,,,
,,,,Mrpl55,,,,,,,,,,,,,,,,
,,,,Ctnna1,,,,,,,,,,,,,,,,
,,,,Usp5,,,,,,,,,,,,,,,,
,,,,Atp8b4,,,,,,,,,,,,,,,,
,,,,Pla2g16,,,,,,,,,,,,,,,,
,,,,H2-D1,,,,,,,,,,,,,,,,
,,,,Ppp1ca,,,,,,,,,,,,,,,,
,,,,Dhrs7b,,,,,,,,,,,,,,,,
,,,,Svip,,,,,,,,,,,,,,,,
,,,,1810033B17Rik,,,,,,,,,,,,,,,,
,,,,Nup50,,,,,,,,,,,,,,,,
,,,,Hint1,,,,,,,,,,,,,,,,
,,,,Brix1,,,,,,,,,,,,,,,,
,,,,Wdr12,,,,,,,,,,,,,,,,
,,,,Cct6a,,,,,,,,,,,,,,,,
,,,,Pus1,,,,,,,,,,,,,,,,
,,,,Nfe2,,,,,,,,,,,,,,,,
,,,,Gle1,,,,,,,,,,,,,,,,
,,,,Rabggtb,,,,,,,,,,,,,,,,
,,,,Vprbp,,,,,,,,,,,,,,,,
,,,,Whsc1l1,,,,,,,,,,,,,,,,
,,,,Pign,,,,,,,,,,,,,,,,
,,,,Cox5b,,,,,,,,,,,,,,,,
,,,,Lta4h,,,,,,,,,,,,,,,,
,,,,Ssna1,,,,,,,,,,,,,,,,
,,,,Cfl1,,,,,,,,,,,,,,,,
,,,,AB124611,,,,,,,,,,,,,,,,
,,,,Uxs1,,,,,,,,,,,,,,,,
,,,,Banf1,,,,,,,,,,,,,,,,
,,,,Cnot4,,,,,,,,,,,,,,,,
,,,,Eif1ax,,,,,,,,,,,,,,,,
,,,,Rnaseh2c,,,,,,,,,,,,,,,,
,,,,Scly,,,,,,,,,,,,,,,,
,,,,BC026590,,,,,,,,,,,,,,,,
,,,,Zfp91,,,,,,,,,,,,,,,,
,,,,B4galt1,,,,,,,,,,,,,,,,
,,,,Dhx15,,,,,,,,,,,,,,,,
,,,,Isy1,,,,,,,,,,,,,,,,
,,,,Dcps,,,,,,,,,,,,,,,,
,,,,Akap1,,,,,,,,,,,,,,,,
,,,,Ahi1,,,,,,,,,,,,,,,,
,,,,Cul1,,,,,,,,,,,,,,,,
,,,,Deb1,,,,,,,,,,,,,,,,
,,,,Tmem194,,,,,,,,,,,,,,,,
,,,,Prelid1,,,,,,,,,,,,,,,,
,,,,Eif4a3,,,,,,,,,,,,,,,,
,,,,Xpr1,,,,,,,,,,,,,,,,
,,,,Ube2j1,,,,,,,,,,,,,,,,
,,,,Psip1,,,,,,,,,,,,,,,,
,,,,Csf2rb2,,,,,,,,,,,,,,,,
,,,,Rab3d,,,,,,,,,,,,,,,,
,,,,Hadha,,,,,,,,,,,,,,,,
,,,,Actr3,,,,,,,,,,,,,,,,
,,,,Timm10,,,,,,,,,,,,,,,,
,,,,Rpf1,,,,,,,,,,,,,,,,
,,,,Chmp2a,,,,,,,,,,,,,,,,
,,,,Ms4a6c,,,,,,,,,,,,,,,,
,,,,Galnt1,,,,,,,,,,,,,,,,
,,,,Tmem147,,,,,,,,,,,,,,,,
,,,,Pknox1,,,,,,,,,,,,,,,,
,,,,Litaf,,,,,,,,,,,,,,,,
,,,,Ccnc,,,,,,,,,,,,,,,,
,,,,Flot2,,,,,,,,,,,,,,,,
,,,,Zfp655,,,,,,,,,,,,,,,,
,,,,Polr3a,,,,,,,,,,,,,,,,
,,,,Gca,,,,,,,,,,,,,,,,
,,,,Ints10,,,,,,,,,,,,,,,,
,,,,Thoc5,,,,,,,,,,,,,,,,
,,,,Kdm6a,,,,,,,,,,,,,,,,
,,,,Rspry1,,,,,,,,,,,,,,,,
,,,,Sdhd,,,,,,,,,,,,,,,,
,,,,Crkl,,,,,,,,,,,,,,,,
,,,,Saal1,,,,,,,,,,,,,,,,
,,,,Clstn3,,,,,,,,,,,,,,,,
,,,,Atp5g3,,,,,,,,,,,,,,,,
,,,,Prps2,,,,,,,,,,,,,,,,
,,,,Orc4,,,,,,,,,,,,,,,,
,,,,Sf3a3,,,,,,,,,,,,,,,,
,,,,Mecr,,,,,,,,,,,,,,,,
,,,,Dffa,,,,,,,,,,,,,,,,
,,,,Csda,,,,,,,,,,,,,,,,
,,,,Prr14,,,,,,,,,,,,,,,,
,,,,AC123954.1,,,,,,,,,,,,,,,,
,,,,Gcdh,,,,,,,,,,,,,,,,
,,,,Rab1,,,,,,,,,,,,,,,,
,,,,Ahsa1,,,,,,,,,,,,,,,,
,,,,Rrp36,,,,,,,,,,,,,,,,
,,,,Ehd3,,,,,,,,,,,,,,,,
,,,,Pnrc2,,,,,,,,,,,,,,,,
,,,,Coq7,,,,,,,,,,,,,,,,
,,,,1700017B05Rik,,,,,,,,,,,,,,,,
,,,,Wdtc1,,,,,,,,,,,,,,,,
,,,,Foxo3,,,,,,,,,,,,,,,,
,,,,Gdi2,,,,,,,,,,,,,,,,
,,,,Ints9,,,,,,,,,,,,,,,,
,,,,Rrn3,,,,,,,,,,,,,,,,
,,,,Pla2g15,,,,,,,,,,,,,,,,
,,,,Leprot,,,,,,,,,,,,,,,,
,,,,Orc3,,,,,,,,,,,,,,,,
,,,,Aqr,,,,,,,,,,,,,,,,
,,,,Ccl9,,,,,,,,,,,,,,,,
,,,,Dis3l,,,,,,,,,,,,,,,,
,,,,Msh3,,,,,,,,,,,,,,,,
,,,,Ssu72,,,,,,,,,,,,,,,,
,,,,D930014E17Rik,,,,,,,,,,,,,,,,
,,,,Fundc2,,,,,,,,,,,,,,,,
,,,,Polr3k,,,,,,,,,,,,,,,,
,,,,Ccdc115,,,,,,,,,,,,,,,,
,,,,Whsc1,,,,,,,,,,,,,,,,
,,,,1700052N19Rik,,,,,,,,,,,,,,,,
,,,,Gtf2f1,,,,,,,,,,,,,,,,
,,,,Dars,,,,,,,,,,,,,,,,
,,,,Myst2,,,,,,,,,,,,,,,,
,,,,B9d2,,,,,,,,,,,,,,,,
,,,,Rab18,,,,,,,,,,,,,,,,
,,,,Tnpo3,,,,,,,,,,,,,,,,
,,,,Mrpl36,,,,,,,,,,,,,,,,
,,,,Nt5dc1,,,,,,,,,,,,,,,,
,,,,Ipo9,,,,,,,,,,,,,,,,
,,,,Mapk6,,,,,,,,,,,,,,,,
,,,,Mfhas1,,,,,,,,,,,,,,,,
,,,,Gfpt1,,,,,,,,,,,,,,,,
,,,,Pgm2l1,,,,,,,,,,,,,,,,
,,,,Rps27l,,,,,,,,,,,,,,,,
,,,,Sep-15,,,,,,,,,,,,,,,,
,,,,Opa1,,,,,,,,,,,,,,,,
,,,,Utp15,,,,,,,,,,,,,,,,
,,,,Pkp3,,,,,,,,,,,,,,,,
,,,,Prpf31,,,,,,,,,,,,,,,,
,,,,Lig3,,,,,,,,,,,,,,,,
,,,,Sel1l,,,,,,,,,,,,,,,,
,,,,Lsg1,,,,,,,,,,,,,,,,
,,,,Mbd1,,,,,,,,,,,,,,,,
,,,,Nono,,,,,,,,,,,,,,,,
,,,,Htra2,,,,,,,,,,,,,,,,
,,,,Ppp1r7,,,,,,,,,,,,,,,,
,,,,Lrrc57,,,,,,,,,,,,,,,,
,,,,Pycard,,,,,,,,,,,,,,,,
,,,,Cct3,,,,,,,,,,,,,,,,
,,,,Ccdc127,,,,,,,,,,,,,,,,
,,,,Abcg1,,,,,,,,,,,,,,,,
,,,,Aen,,,,,,,,,,,,,,,,
,,,,Zfp410,,,,,,,,,,,,,,,,
,,,,Golph3l,,,,,,,,,,,,,,,,
,,,,Arnt,,,,,,,,,,,,,,,,
,,,,Acly,,,,,,,,,,,,,,,,
,,,,Atp5c1,,,,,,,,,,,,,,,,
,,,,Slc28a2,,,,,,,,,,,,,,,,
,,,,Rnf4,,,,,,,,,,,,,,,,
,,,,Ilf3,,,,,,,,,,,,,,,,
,,,,Mrpl35,,,,,,,,,,,,,,,,
,,,,Hnrnpc,,,,,,,,,,,,,,,,
,,,,Psmd11,,,,,,,,,,,,,,,,
,,,,Cabin1,,,,,,,,,,,,,,,,
,,,,Smek2,,,,,,,,,,,,,,,,
,,,,Ormdl1,,,,,,,,,,,,,,,,
,,,,Atic,,,,,,,,,,,,,,,,
,,,,Gm6563,,,,,,,,,,,,,,,,
,,,,Bax,,,,,,,,,,,,,,,,
,,,,Gtpbp4,,,,,,,,,,,,,,,,
,,,,Psmb5,,,,,,,,,,,,,,,,
,,,,Sf3b1,,,,,,,,,,,,,,,,
,,,,Ireb2,,,,,,,,,,,,,,,,
,,,,Nfam1,,,,,,,,,,,,,,,,
,,,,Ecsit,,,,,,,,,,,,,,,,
,,,,Kdelr2,,,,,,,,,,,,,,,,
,,,,Ppp2r3c,,,,,,,,,,,,,,,,
,,,,Aco2,,,,,,,,,,,,,,,,
,,,,Ms4a3,,,,,,,,,,,,,,,,
,,,,Kbtbd4,,,,,,,,,,,,,,,,
,,,,Serinc3,,,,,,,,,,,,,,,,
,,,,Dctn2,,,,,,,,,,,,,,,,
,,,,Nop56,,,,,,,,,,,,,,,,
,,,,Acsl4,,,,,,,,,,,,,,,,
,,,,Haus7,,,,,,,,,,,,,,,,
,,,,Clcn7,,,,,,,,,,,,,,,,
,,,,Mynn,,,,,,,,,,,,,,,,
,,,,1110037F02Rik,,,,,,,,,,,,,,,,
,,,,Lamp2,,,,,,,,,,,,,,,,
,,,,Gosr2,,,,,,,,,,,,,,,,
,,,,Tmbim6,,,,,,,,,,,,,,,,
,,,,Plrg1,,,,,,,,,,,,,,,,
,,,,Atp6v0b,,,,,,,,,,,,,,,,
,,,,Kbtbd2,,,,,,,,,,,,,,,,
,,,,Rai12,,,,,,,,,,,,,,,,
,,,,Gpr89,,,,,,,,,,,,,,,,
,,,,Wbp11,,,,,,,,,,,,,,,,
,,,,Nsmce1,,,,,,,,,,,,,,,,
,,,,Ttc37,,,,,,,,,,,,,,,,
,,,,Josd2,,,,,,,,,,,,,,,,
,,,,Naa38,,,,,,,,,,,,,,,,
,,,,Txndc9,,,,,,,,,,,,,,,,
,,,,2410091C18Rik,,,,,,,,,,,,,,,,
,,,,Banp,,,,,,,,,,,,,,,,
,,,,Tbl3,,,,,,,,,,,,,,,,
,,,,Tsen2,,,,,,,,,,,,,,,,
